,Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
53695,156,,169433,1.99,,pHd,-2
53696,44,M,79927,1.76,Los Angeles,Master,0
53697,-10,,-1683,1.6,,no education,-3
53698,36,F,46724,1.56,New York,Bachelor,2
53699,-5,,-1868,1.94,,mastre,-3
53700,32,F,81235,1.93,Phoenix,Bachelor,0
53701,61,M,22380,1.84,Los Angeles,Master,1
53702,99,F,78696,1.64,New York,None,1
53703,59,M,51154,1.85,New York,None,0
53704,98,F,55688,2.0,Los Angeles,Bachelor,1
53705,94,F,83862,1.98,Phoenix,Bachelor,2
53706,76,M,82981,1.79,Houston,PhD,4
53707,43,F,84900,1.94,Phoenix,PhD,1
53708,5,F,92344,1.9,Houston,None,5
53709,58,F,42809,1.5,New York,Master,4
53710,93,M,71306,1.92,Chicago,PhD,3
53711,54,M,76949,1.56,Chicago,Master,2
53712,88,M,22460,1.75,Los Angeles,Master,4
53713,47,F,87048,1.77,Houston,None,5
53714,100,F,63658,1.7,Chicago,PhD,3
53715,100,F,65432,1.64,Chicago,Master,0
53716,42,F,71767,1.57,New York,PhD,2
53717,174,,154831,1.98,,no education,-4
53718,29,M,51081,1.91,Houston,Bachelor,5
53719,63,F,95756,1.72,Houston,Master,3
53720,33,M,41016,1.51,New York,PhD,5
53721,72,M,50108,1.85,Phoenix,PhD,0
53722,96,M,71401,1.78,Phoenix,Bachelor,4
53723,94,M,55306,1.55,Chicago,PhD,4
53724,46,M,99095,1.72,Chicago,None,0
53725,94,F,25183,1.83,Phoenix,Bachelor,5
53726,96,M,53319,1.97,Phoenix,PhD,4
53727,20,M,31588,1.61,Phoenix,PhD,4
53728,43,M,55892,1.88,Los Angeles,Master,0
53729,10,F,97326,1.53,Houston,Master,0
53730,167,,175238,2.0,,no education,-1
53731,22,F,21787,1.73,Los Angeles,PhD,0
53732,43,F,89977,1.55,Phoenix,Bachelor,0
53733,96,F,58313,1.64,Houston,Master,2
53734,71,M,54242,1.54,Chicago,Master,4
53735,38,M,93145,1.61,New York,PhD,2
53736,-10,,154988,1.94,,Bachelors,-3
53737,59,F,54356,1.85,Los Angeles,None,4
53738,76,M,55030,1.51,New York,Bachelor,4
53739,82,F,58823,1.62,Los Angeles,Master,5
53740,7,F,38561,1.63,Phoenix,Master,0
53741,11,M,49622,1.54,New York,PhD,1
53742,85,F,51984,1.93,Phoenix,None,2
53743,63,M,74560,1.98,Phoenix,Bachelor,0
53744,42,M,48820,1.62,Chicago,Master,1
53745,99,M,43670,1.98,Chicago,Master,5
53746,22,M,54075,1.97,Houston,PhD,3
53747,21,F,53997,1.66,New York,Master,1
53748,62,M,33242,1.78,Houston,None,3
53749,76,M,21920,1.52,Phoenix,Bachelor,4
53750,97,F,27646,1.88,Chicago,Bachelor,2
53751,82,F,55853,1.93,New York,Master,3
53752,23,F,40203,1.7,Chicago,None,4
53753,80,M,59988,1.88,New York,Bachelor,5
53754,36,M,47390,1.69,Chicago,Bachelor,1
53755,73,M,58600,1.5,Los Angeles,Bachelor,0
53756,88,M,26128,1.79,Chicago,Bachelor,3
53757,98,M,47744,1.86,New York,Master,5
53758,55,F,41046,1.5,Houston,Master,3
53759,42,M,48127,1.78,Houston,Bachelor,2
53760,21,M,33861,1.94,New York,Bachelor,3
53761,27,M,75774,2.0,Phoenix,None,3
53762,80,M,85845,1.99,Los Angeles,Bachelor,2
53763,51,M,88084,1.82,Los Angeles,PhD,1
53764,64,F,64567,1.65,Chicago,None,3
53765,33,F,26927,1.51,Los Angeles,PhD,5
53766,87,F,68480,1.91,Los Angeles,PhD,0
53767,75,M,71934,1.88,Los Angeles,PhD,2
53768,73,M,48157,1.7,New York,Master,2
53769,79,F,75143,1.63,Phoenix,PhD,5
53770,7,F,86967,1.83,New York,PhD,4
53771,187,,-1831,2.0,,mastre,-1
53772,8,M,21775,1.89,Houston,Master,3
53773,29,F,42920,1.81,Los Angeles,Master,5
53774,86,F,22770,1.93,Phoenix,Master,3
53775,67,F,40698,1.6,Houston,Bachelor,0
53776,44,F,80563,1.57,Houston,Master,2
53777,35,F,91647,1.97,Phoenix,PhD,1
53778,5,M,83296,1.61,Los Angeles,None,2
53779,57,M,99590,1.84,Los Angeles,Master,0
53780,1,M,34817,1.81,Chicago,PhD,2
53781,8,M,85333,1.62,Phoenix,None,0
53782,72,M,53708,1.92,Houston,None,1
53783,-8,,-1767,1.58,,Bachelors,-2
53784,98,M,93689,1.6,Chicago,Master,4
53785,12,M,31858,1.86,Chicago,Bachelor,4
53786,44,M,53267,1.81,New York,None,5
53787,74,F,74908,1.95,Los Angeles,Bachelor,3
53788,92,F,68827,1.55,Houston,PhD,5
53789,11,M,35865,1.77,Chicago,Bachelor,4
53790,17,F,83756,1.71,Phoenix,Master,5
53791,37,F,36497,1.69,Chicago,Bachelor,1
53792,19,M,68633,1.87,Los Angeles,PhD,3
53793,54,M,73196,1.52,Houston,PhD,3
53794,73,F,99631,1.99,New York,Bachelor,4
53795,95,F,83268,1.99,Chicago,None,0
53796,161,,-1077,1.66,,no education,-4
53797,61,M,21847,1.81,Phoenix,Master,0
53798,41,M,49705,1.99,Chicago,Bachelor,1
53799,29,F,90372,1.79,Houston,Bachelor,0
53800,89,F,20295,1.71,New York,None,1
53801,70,F,73786,1.99,Los Angeles,Bachelor,4
53802,44,F,76157,1.69,New York,Bachelor,4
53803,9,F,54870,1.81,Phoenix,None,2
53804,91,F,82314,1.87,Houston,Bachelor,2
53805,26,M,87715,1.87,Chicago,None,3
53806,-1,,-1341,1.75,,no education,-1
53807,78,M,84517,1.51,Chicago,Bachelor,0
53808,-6,,-1689,1.93,,mastre,-4
53809,49,F,56625,1.52,Houston,None,2
53810,91,M,41556,1.71,Los Angeles,None,4
53811,32,M,97774,1.68,New York,Bachelor,5
53812,43,F,96467,1.84,Houston,None,0
53813,21,M,99078,1.82,Chicago,PhD,5
53814,79,F,68062,1.89,Chicago,None,1
53815,37,M,62370,1.83,Houston,Master,1
53816,54,M,31055,1.83,Phoenix,Master,2
53817,10,F,74442,1.89,Chicago,PhD,1
53818,40,M,23333,1.57,Houston,Bachelor,5
53819,17,M,23687,1.52,Chicago,None,2
53820,93,F,94228,1.62,Chicago,None,2
53821,56,F,21892,1.89,Phoenix,None,1
53822,96,M,70991,1.52,Houston,PhD,4
53823,22,M,51982,1.95,Phoenix,None,1
53824,3,F,78144,1.69,Los Angeles,Master,5
53825,35,M,66746,1.76,Chicago,PhD,4
53826,-10,,181401,1.93,,no education,-2
53827,66,F,30800,1.53,Houston,Bachelor,4
53828,46,M,79283,1.51,New York,Master,5
53829,19,M,51199,1.67,Los Angeles,PhD,0
53830,3,M,67138,1.77,Chicago,PhD,4
53831,51,M,22215,1.92,Chicago,None,4
53832,32,F,37656,1.77,Phoenix,PhD,5
53833,27,F,38632,1.73,Chicago,Master,5
53834,34,M,72405,1.55,New York,Bachelor,0
53835,177,,-1294,1.98,,pHd,-2
53836,10,F,95606,1.59,Chicago,PhD,2
53837,9,F,70014,1.52,Los Angeles,None,4
53838,68,M,32987,1.66,Houston,Master,2
53839,77,M,75302,1.79,Houston,None,3
53840,64,F,21235,1.86,Phoenix,Master,3
53841,68,M,35956,1.76,Phoenix,PhD,2
53842,64,F,75337,1.84,Chicago,Bachelor,4
53843,25,M,56189,1.82,Houston,Bachelor,0
53844,58,F,62532,1.74,Houston,Master,4
53845,-6,,-1520,1.71,,mastre,-3
53846,67,F,56799,1.51,New York,None,2
53847,23,M,49097,1.61,Houston,None,4
53848,168,,-1152,1.54,,mastre,-1
53849,49,F,27098,1.99,Los Angeles,PhD,4
53850,45,F,48563,1.77,New York,Master,1
53851,-7,,162869,1.6,,mastre,-4
53852,25,F,69831,1.65,Houston,None,1
53853,85,M,57582,1.74,Houston,Bachelor,0
53854,28,F,79305,1.81,Houston,PhD,3
53855,89,F,55390,1.98,Houston,PhD,5
53856,65,F,84784,1.69,Chicago,PhD,1
53857,6,M,67752,1.57,New York,Master,5
53858,37,M,62013,1.88,New York,Master,5
53859,14,F,42538,1.57,New York,Master,0
53860,92,F,26470,1.61,New York,Master,0
53861,79,F,69652,1.54,Phoenix,None,1
53862,9,F,42553,1.97,Chicago,Bachelor,0
53863,62,M,29626,1.77,Phoenix,Master,5
53864,158,,170686,1.89,,pHd,-4
53865,50,M,48419,1.64,New York,Master,5
53866,7,F,84905,1.78,Los Angeles,Master,1
53867,32,M,84036,1.56,New York,Bachelor,3
53868,26,F,88737,1.85,Los Angeles,Master,4
53869,95,F,56873,1.79,Chicago,PhD,2
53870,87,M,45061,1.5,Phoenix,PhD,3
53871,30,M,61752,1.86,Phoenix,Master,1
53872,8,M,30269,1.71,Los Angeles,PhD,5
53873,65,F,30373,1.65,Los Angeles,Bachelor,1
53874,48,F,66390,1.65,New York,None,5
53875,38,M,98632,1.99,Phoenix,None,1
53876,37,F,85935,1.55,Houston,None,5
53877,12,F,68418,1.74,Houston,None,1
53878,68,M,66378,1.88,Chicago,Master,0
53879,84,F,96398,1.74,Phoenix,None,4
53880,-3,,-1602,1.54,,pHd,-3
53881,32,F,52568,1.86,New York,Master,4
53882,54,F,60804,1.57,New York,Bachelor,4
53883,84,F,73905,1.6,Houston,PhD,3
53884,-2,,157171,1.65,,pHd,-3
53885,7,M,33468,1.56,Houston,Master,4
53886,86,M,87140,1.63,Houston,Master,3
53887,24,M,81493,1.98,New York,None,1
53888,87,M,69314,1.98,Los Angeles,Master,3
53889,175,,176631,1.71,,Bachelors,-5
53890,81,M,56312,1.69,New York,Master,1
53891,78,F,40596,1.73,Los Angeles,PhD,3
53892,26,F,51083,1.51,Chicago,None,0
53893,12,M,51116,1.75,Los Angeles,Master,3
53894,29,M,41101,1.63,New York,None,5
53895,61,M,47860,1.95,Chicago,Master,0
53896,71,F,21942,1.96,Phoenix,Master,1
53897,70,M,96027,1.54,New York,Bachelor,5
53898,7,M,50802,1.88,Phoenix,None,5
53899,94,M,97060,1.98,Houston,None,0
53900,21,M,50461,1.93,Houston,Bachelor,1
53901,88,M,85923,1.87,New York,Master,2
53902,9,F,96167,1.61,Houston,Bachelor,0
53903,5,M,76988,1.86,Houston,Bachelor,1
53904,75,F,90841,1.62,New York,PhD,4
53905,31,F,64119,1.96,Phoenix,None,2
53906,-4,,183362,1.87,,no education,-5
53907,63,M,97872,1.98,Los Angeles,Bachelor,5
53908,93,F,88116,1.78,New York,Bachelor,0
53909,93,F,69769,1.6,Los Angeles,Bachelor,4
53910,53,M,60819,1.86,Phoenix,None,2
53911,64,M,90766,1.5,New York,None,1
53912,59,M,66869,1.71,New York,None,4
53913,60,M,67097,1.84,New York,Bachelor,2
53914,59,F,33819,1.93,Phoenix,PhD,4
53915,31,M,61328,1.84,Los Angeles,None,0
53916,54,M,65507,1.65,Los Angeles,PhD,3
53917,44,F,55384,1.8,New York,Master,1
53918,98,F,80813,1.68,Houston,PhD,3
53919,59,M,94044,1.74,Phoenix,Master,2
53920,49,M,20989,1.81,Chicago,Bachelor,0
53921,40,F,49482,1.62,Phoenix,PhD,0
53922,46,F,71298,1.95,Houston,Bachelor,0
53923,45,M,41408,1.83,Los Angeles,Master,3
53924,39,M,54353,1.83,Houston,PhD,0
53925,43,F,83333,1.66,Chicago,PhD,2
53926,80,M,43912,1.83,Houston,PhD,2
53927,8,M,47972,1.58,Los Angeles,Bachelor,0
53928,27,M,72189,1.93,Los Angeles,Master,4
53929,33,F,35688,1.91,Phoenix,Master,2
53930,65,F,39768,1.98,Chicago,PhD,0
53931,15,F,78539,1.81,Los Angeles,None,3
53932,79,M,95278,1.83,Houston,None,2
53933,183,,158913,1.82,,Bachelors,-5
53934,90,F,80125,1.9,Los Angeles,None,1
53935,33,M,31013,1.59,Houston,Master,3
53936,26,M,48416,1.91,Houston,Bachelor,4
53937,46,F,73519,1.73,Phoenix,Bachelor,5
53938,99,F,54588,1.57,Houston,PhD,0
53939,95,M,78745,1.95,Phoenix,Bachelor,2
53940,93,M,64872,2.0,Phoenix,Bachelor,1
53941,15,F,92577,1.72,Phoenix,Master,0
53942,14,F,55257,1.67,Chicago,Master,1
53943,7,F,37860,1.7,New York,None,5
53944,18,F,58182,1.83,Los Angeles,Master,5
53945,49,F,57922,1.8,Chicago,Master,4
53946,80,F,53593,1.96,New York,Bachelor,1
53947,27,M,51512,1.54,Houston,None,3
53948,-7,,158105,1.88,,pHd,-5
53949,41,F,29575,1.93,Chicago,PhD,3
53950,48,F,70533,1.52,Chicago,Master,1
53951,27,F,61493,1.51,Los Angeles,None,4
53952,31,M,26349,1.98,Houston,Bachelor,1
53953,7,M,65398,1.67,Los Angeles,Bachelor,0
53954,69,F,29827,1.66,Los Angeles,Bachelor,4
53955,80,F,81680,1.87,Phoenix,None,3
53956,94,M,94362,1.7,Houston,PhD,5
53957,97,M,92762,1.81,Phoenix,Master,4
53958,18,M,86450,1.51,Los Angeles,Master,1
53959,25,M,95886,1.94,New York,Master,5
53960,89,M,97753,1.8,Los Angeles,Master,4
53961,32,F,49867,1.74,New York,PhD,4
53962,25,F,94001,1.96,Houston,Bachelor,1
53963,84,F,93474,1.51,Chicago,Bachelor,4
53964,11,M,73941,1.78,New York,Bachelor,4
53965,27,M,51251,1.78,New York,PhD,4
53966,47,M,43259,1.67,New York,PhD,0
53967,87,F,45297,1.72,New York,Master,5
53968,96,M,71023,1.88,Los Angeles,None,0
53969,9,F,96054,1.74,Phoenix,Bachelor,4
53970,40,M,43060,1.57,Houston,None,3
53971,84,M,66996,1.56,Los Angeles,None,1
53972,67,M,78319,1.97,Houston,PhD,1
53973,41,F,22778,1.58,Chicago,Master,4
53974,44,F,79973,1.66,Los Angeles,Bachelor,0
53975,96,M,62261,1.71,Chicago,Master,4
53976,4,M,88351,1.68,Houston,PhD,5
53977,60,M,20616,1.92,Phoenix,Master,1
53978,3,F,85127,1.58,New York,None,1
53979,19,M,48379,1.55,Chicago,None,4
53980,49,F,21327,1.85,Phoenix,Master,1
53981,-10,,-1081,1.99,,mastre,-5
53982,3,M,23754,2.0,Phoenix,Bachelor,0
53983,56,M,35288,1.58,Phoenix,PhD,3
53984,-5,,166470,1.51,,no education,-1
53985,157,,-1081,1.7,,mastre,-5
53986,2,M,82340,1.89,New York,Bachelor,0
53987,50,F,89370,1.96,Houston,Master,2
53988,57,M,72037,1.53,Houston,Bachelor,2
53989,-9,,156152,1.56,,Bachelors,-1
53990,92,F,66169,1.75,Phoenix,Master,3
53991,14,M,88689,2.0,Phoenix,PhD,4
53992,41,F,91479,1.87,Phoenix,None,1
53993,81,M,28746,1.54,Houston,PhD,5
53994,16,M,61091,1.75,Chicago,None,0
53995,96,M,29622,1.6,Phoenix,Master,1
53996,39,M,83121,1.9,New York,None,1
53997,40,F,57725,1.71,Los Angeles,PhD,0
53998,65,M,75939,1.74,Los Angeles,Master,5
53999,62,F,63816,1.52,Los Angeles,Bachelor,4
54000,56,F,66575,1.67,Phoenix,Master,0
54001,21,M,34359,1.76,Houston,Master,0
54002,14,F,48966,1.64,Houston,Bachelor,1
54003,54,M,62139,1.58,Houston,None,4
54004,37,F,93845,1.53,New York,PhD,4
54005,72,F,36989,1.68,Houston,None,5
54006,32,M,91807,1.96,New York,PhD,1
54007,95,F,75715,1.63,New York,Bachelor,2
54008,33,M,98850,1.63,Los Angeles,Bachelor,0
54009,85,M,68892,1.59,Los Angeles,None,4
54010,18,F,42338,1.83,Houston,Master,2
54011,198,,-1479,1.6,,pHd,-4
54012,90,M,82738,1.81,Houston,Bachelor,1
54013,75,M,56171,1.76,New York,None,5
54014,59,F,64047,1.67,Los Angeles,Master,4
54015,32,M,20515,1.82,Chicago,Bachelor,0
54016,7,M,53794,1.93,Los Angeles,None,5
54017,23,F,88687,1.66,Chicago,None,3
54018,75,M,74868,1.91,Phoenix,None,0
54019,37,F,28900,1.62,Chicago,None,3
54020,7,F,76511,1.9,Chicago,Bachelor,5
54021,56,M,58307,1.98,Los Angeles,Bachelor,3
54022,73,M,61448,1.52,New York,Master,4
54023,42,F,59528,1.87,Houston,None,4
54024,62,F,76201,1.63,Phoenix,None,3
54025,22,M,36404,1.84,New York,Bachelor,2
54026,45,M,89790,1.91,New York,None,4
54027,22,F,80591,1.83,Phoenix,None,3
54028,86,F,59925,1.68,Phoenix,PhD,3
54029,5,F,28172,1.99,New York,None,5
54030,21,M,34227,1.57,Los Angeles,Bachelor,1
54031,30,M,84726,1.62,Phoenix,Bachelor,1
54032,95,M,81006,1.54,Phoenix,None,2
54033,100,F,40431,1.98,Houston,PhD,0
54034,47,F,27482,1.77,Chicago,Bachelor,1
54035,65,F,31665,1.94,Los Angeles,Master,0
54036,80,M,59680,1.81,Phoenix,Bachelor,0
54037,27,M,64570,1.96,Chicago,Bachelor,1
54038,59,F,76601,1.91,Houston,Master,2
54039,60,M,86589,1.65,New York,Master,0
54040,99,F,29984,1.63,Phoenix,Master,4
54041,15,M,54811,1.75,Los Angeles,PhD,1
54042,21,F,22738,1.92,New York,None,1
54043,48,F,70880,1.52,New York,Bachelor,4
54044,191,,-1226,1.75,,mastre,-1
54045,24,M,77465,1.58,New York,None,3
54046,69,M,47687,1.85,Chicago,Bachelor,3
54047,34,F,37092,1.87,Houston,PhD,0
54048,68,F,89910,1.61,Houston,Master,1
54049,99,F,64280,1.96,Houston,Bachelor,0
54050,72,M,98383,1.56,Phoenix,Bachelor,3
54051,78,F,88568,1.53,New York,Master,0
54052,11,F,84017,1.92,Phoenix,None,3
54053,76,F,55857,1.88,New York,None,5
54054,86,F,75560,1.68,Chicago,Bachelor,2
54055,92,M,91305,1.79,Phoenix,Bachelor,2
54056,-10,,-1412,1.77,,mastre,-2
54057,39,F,30645,1.97,Houston,Bachelor,4
54058,78,M,70791,1.79,New York,None,1
54059,46,M,65587,1.52,Houston,PhD,2
54060,11,F,65113,1.84,Houston,Bachelor,2
54061,50,F,43186,1.77,Houston,Master,4
54062,87,M,57620,1.93,Los Angeles,Bachelor,4
54063,93,M,89810,1.69,New York,None,4
54064,43,F,40027,1.83,New York,None,3
54065,80,F,39607,1.68,New York,PhD,3
54066,75,F,97896,1.71,Chicago,Master,0
54067,9,F,62657,1.65,Phoenix,PhD,1
54068,96,F,90571,1.5,Phoenix,PhD,0
54069,152,,151962,1.66,,Bachelors,-3
54070,90,F,99286,1.88,Phoenix,Master,0
54071,75,M,40975,1.97,Chicago,Master,5
54072,36,F,95185,1.61,Chicago,Bachelor,5
54073,41,M,61528,1.74,Chicago,Master,0
54074,51,M,43690,1.87,Houston,PhD,4
54075,85,F,32576,1.55,Houston,None,3
54076,38,F,43925,1.71,Phoenix,Bachelor,3
54077,-4,,191302,1.76,,pHd,-2
54078,56,F,84531,1.98,Chicago,Master,4
54079,33,F,26234,1.67,Houston,PhD,5
54080,99,F,43303,1.64,Houston,None,2
54081,42,M,62911,1.6,Chicago,Bachelor,3
54082,19,M,20678,1.53,Houston,Master,0
54083,31,M,85855,1.62,Chicago,Bachelor,0
54084,75,M,97832,1.81,Phoenix,Master,2
54085,1,M,54873,1.99,Chicago,None,3
54086,4,F,25463,1.58,New York,PhD,5
54087,34,M,48674,1.78,Los Angeles,None,0
54088,10,F,39775,1.81,Chicago,Bachelor,0
54089,48,M,55404,1.69,Los Angeles,Master,1
54090,22,M,43666,1.97,Houston,PhD,3
54091,39,F,37651,1.98,New York,None,4
54092,20,F,42262,1.9,Los Angeles,Bachelor,3
54093,95,M,97663,1.71,Los Angeles,None,1
54094,68,F,68853,1.81,Chicago,None,4
54095,49,M,71148,1.51,New York,Bachelor,1
54096,64,M,84800,1.98,New York,Master,2
54097,69,F,85390,1.62,Houston,Master,3
54098,47,F,38743,1.62,Chicago,PhD,0
54099,43,F,24837,1.78,Chicago,Bachelor,1
54100,33,M,35314,1.73,Chicago,None,4
54101,64,M,41594,1.74,New York,Bachelor,2
54102,2,M,28133,1.52,Houston,None,4
54103,9,F,62813,1.88,New York,None,1
54104,65,M,83097,1.54,Phoenix,PhD,5
54105,76,M,93157,1.57,New York,Bachelor,2
54106,174,,199089,1.63,,mastre,-4
54107,98,M,55340,1.88,Houston,PhD,3
54108,63,F,75425,1.56,Phoenix,None,1
54109,77,M,47376,1.83,Los Angeles,PhD,4
54110,88,M,21278,1.61,New York,Master,1
54111,45,F,76164,1.74,Chicago,PhD,4
54112,98,F,37437,1.82,Phoenix,None,0
54113,6,F,92156,1.52,Chicago,None,1
54114,16,F,57353,1.76,Houston,PhD,0
54115,88,F,91370,1.77,New York,PhD,3
54116,39,F,75292,1.93,Los Angeles,Master,1
54117,49,F,52478,1.99,Los Angeles,Master,5
54118,58,M,94457,1.69,Phoenix,Bachelor,5
54119,6,F,64123,1.99,Chicago,Master,4
54120,150,,191738,1.75,,no education,-1
54121,-2,,-1528,1.64,,no education,-4
54122,87,M,40442,1.67,Phoenix,PhD,3
54123,97,F,99735,1.9,Phoenix,PhD,1
54124,30,M,81675,1.91,Los Angeles,None,1
54125,-9,,-1011,1.76,,Bachelors,-3
54126,63,M,42629,1.94,Chicago,None,2
54127,-3,,-1696,1.82,,no education,-4
54128,98,M,27931,1.6,Phoenix,None,4
54129,83,M,70790,1.52,Houston,Bachelor,2
54130,178,,181781,1.67,,pHd,-2
54131,6,M,25462,1.76,Los Angeles,Bachelor,3
54132,96,F,55237,1.51,New York,Master,0
54133,17,M,81998,1.81,Phoenix,None,3
54134,65,F,54560,1.95,Los Angeles,None,1
54135,90,F,52543,1.65,New York,Bachelor,4
54136,4,M,92074,1.92,Chicago,Bachelor,3
54137,8,M,67052,1.95,Houston,PhD,3
54138,89,M,52136,1.98,Los Angeles,Bachelor,2
54139,40,M,47193,1.72,Chicago,PhD,2
54140,86,M,60350,1.69,Los Angeles,PhD,2
54141,10,F,25079,1.69,Houston,None,0
54142,60,F,64331,1.9,Chicago,Bachelor,5
54143,62,F,52252,1.61,Phoenix,Master,4
54144,92,M,77225,1.81,Phoenix,None,4
54145,5,F,27737,1.61,Los Angeles,Master,2
54146,82,M,47737,1.52,Phoenix,Bachelor,2
54147,64,M,28688,1.95,Houston,Bachelor,5
54148,31,F,68456,1.85,New York,Master,2
54149,35,M,98748,1.91,Houston,Bachelor,2
54150,90,F,88491,1.7,New York,PhD,1
54151,55,M,98555,1.84,Phoenix,Master,5
54152,-2,,196393,1.7,,Bachelors,-1
54153,87,M,96818,1.71,Chicago,PhD,3
54154,32,F,90479,1.66,Chicago,None,1
54155,14,M,98222,1.84,Phoenix,PhD,1
54156,53,F,77403,1.89,Houston,Master,5
54157,13,F,67419,1.53,Phoenix,Bachelor,1
54158,29,F,30925,1.98,Chicago,None,0
54159,85,M,33891,1.52,Houston,Bachelor,0
54160,39,F,85185,1.83,Houston,Master,5
54161,2,M,24968,1.74,New York,PhD,5
54162,96,M,58394,1.99,Phoenix,Master,1
54163,63,M,32513,1.87,Los Angeles,Master,1
54164,76,F,91506,1.93,Los Angeles,Bachelor,5
54165,80,F,32201,1.75,New York,PhD,2
54166,17,F,24401,1.68,Houston,Master,4
54167,88,M,64895,1.87,Los Angeles,Bachelor,5
54168,96,F,27979,1.65,Houston,PhD,2
54169,192,,170292,1.78,,Bachelors,-1
54170,50,F,35862,1.7,Chicago,PhD,4
54171,35,F,82539,1.84,Phoenix,None,4
54172,45,F,98794,1.72,Houston,Master,3
54173,62,M,66673,1.87,Phoenix,Bachelor,5
54174,42,F,55823,1.77,Phoenix,None,3
54175,23,F,72640,1.89,Chicago,Bachelor,2
54176,63,F,93805,1.88,Los Angeles,PhD,2
54177,45,F,67906,1.65,Los Angeles,PhD,2
54178,37,M,71654,1.6,Chicago,Master,2
54179,83,F,37072,1.72,Chicago,Bachelor,0
54180,23,M,41974,1.51,New York,PhD,5
54181,92,F,50649,1.6,Chicago,Master,1
54182,65,M,55014,1.67,Houston,Bachelor,2
54183,92,M,91240,1.89,Los Angeles,Bachelor,2
54184,86,F,26353,1.64,Houston,None,2
54185,26,M,46715,1.91,Phoenix,Bachelor,2
54186,17,F,83946,1.64,Houston,None,1
54187,98,M,97577,1.89,Houston,None,1
54188,72,F,91063,1.56,Los Angeles,Master,4
54189,97,M,35439,1.9,New York,None,1
54190,52,F,86831,1.93,Phoenix,None,1
54191,63,F,75870,1.87,New York,None,4
54192,88,M,42574,1.58,Houston,PhD,5
54193,65,F,91335,1.88,New York,Bachelor,5
54194,44,F,97517,1.91,New York,None,1
54195,12,F,58722,1.78,New York,PhD,4
54196,46,M,28417,1.91,Houston,Master,3
54197,88,F,31348,1.99,Houston,PhD,3
54198,7,F,77162,1.52,Phoenix,Master,1
54199,55,M,72516,1.54,Phoenix,Master,5
54200,51,F,76952,1.89,Phoenix,PhD,5
54201,67,M,40958,1.94,Los Angeles,Master,1
54202,66,F,52694,1.66,New York,PhD,3
54203,9,F,79118,1.72,Houston,None,1
54204,45,F,60246,1.95,New York,Bachelor,1
54205,46,M,73286,1.86,Los Angeles,PhD,4
54206,96,F,81075,1.95,Los Angeles,Master,1
54207,60,M,29032,1.86,Houston,None,4
54208,15,M,71898,1.66,New York,Master,2
54209,89,M,49548,2.0,Houston,PhD,5
54210,42,F,33034,1.57,Phoenix,Master,0
54211,47,M,33783,1.92,Phoenix,Master,4
54212,54,F,50334,1.82,Los Angeles,Master,0
54213,87,F,22995,1.64,New York,Bachelor,5
54214,54,M,50874,1.78,Chicago,PhD,1
54215,11,M,27242,1.57,Los Angeles,Bachelor,4
54216,54,M,51887,1.55,Chicago,Bachelor,2
54217,54,M,42858,1.65,New York,PhD,5
54218,72,M,77776,1.59,Chicago,Bachelor,1
54219,75,M,34072,1.85,Los Angeles,None,0
54220,39,F,64038,1.62,New York,PhD,2
54221,-2,,187267,1.88,,mastre,-2
54222,-2,,-1127,1.53,,no education,-3
54223,31,F,79629,1.63,Chicago,PhD,5
54224,54,M,88824,1.71,Houston,Bachelor,4
54225,96,F,75639,1.67,New York,Bachelor,1
54226,31,M,54216,1.9,Houston,Master,2
54227,50,M,49545,1.89,New York,Bachelor,1
54228,-3,,-1918,1.52,,pHd,-3
54229,53,F,46488,1.84,New York,PhD,1
54230,82,F,63934,1.8,Los Angeles,Bachelor,5
54231,2,F,86676,1.89,Chicago,Bachelor,2
54232,44,F,55123,1.51,Los Angeles,None,4
54233,73,F,30001,1.99,Chicago,None,5
54234,48,F,97921,1.83,New York,PhD,3
54235,41,M,26613,1.67,Houston,Bachelor,0
54236,16,F,26683,1.9,Phoenix,None,3
54237,90,M,88185,1.71,Houston,Master,2
54238,53,M,81627,1.79,New York,Master,4
54239,15,F,97533,1.9,Phoenix,Bachelor,5
54240,-7,,181735,1.94,,no education,-3
54241,171,,-1452,1.51,,Bachelors,-4
54242,27,M,93703,1.82,New York,PhD,1
54243,76,F,43408,1.52,New York,Bachelor,3
54244,43,F,48729,1.63,Los Angeles,None,4
54245,54,F,36636,1.75,Houston,Bachelor,3
54246,25,M,69466,1.86,Chicago,Master,5
54247,24,F,32399,1.92,Phoenix,Bachelor,2
54248,17,M,82008,1.65,Chicago,Bachelor,1
54249,34,F,20640,1.62,Houston,None,4
54250,48,M,77181,2.0,Phoenix,Bachelor,2
54251,10,F,81899,1.79,Los Angeles,None,3
54252,66,M,62432,1.58,Los Angeles,None,1
54253,20,F,76347,1.52,Chicago,Master,5
54254,48,M,68018,1.7,Houston,None,1
54255,51,F,57085,1.53,Phoenix,PhD,3
54256,78,M,31868,1.8,Phoenix,PhD,4
54257,52,M,48062,1.58,New York,None,0
54258,9,F,55032,1.63,Chicago,None,5
54259,76,M,90972,1.55,Houston,Master,5
54260,17,M,36631,1.79,Chicago,Master,2
54261,11,M,44062,1.68,Chicago,PhD,4
54262,19,M,86649,1.62,New York,None,5
54263,83,M,50845,1.51,Los Angeles,Master,2
